username,name,state,city,address,postalCode,telephone,lastLicenseNumber,lastLicenseValidityDate,nationalCode,registerNumber,manager,socialNetworkAccess,mobile
u10260681327,شهرام گلخندان و شرکا,اصفهان,اصفهان,سپاه، کوچه بازار رنگرزها(4)، خیابان حکیم، پلاک 40، مجتمع پردیس، طبقه همکف، واحد 10,8147748584,3132236227,69054,1401/02/13,10260681327,49763,شهرام گل خندان,,
u10861910840,شهرزاد محمدی محمدی و شرکاء,اصفهان,نائین,محله غدیر، کوچه شماره یک، خیابان شهرداری، پلاک 42، طبقه همکف,8391885360,3146257574,152978,1402/05/07,10861910840,662,محمود محمدي محمدي,,
u10860238939,شهره رنجبر و شرکا,کرمان,کرمان,کرمان، بلوار جمهوري اسلامي، چهارراه فرهنگيان، ساختمان هتل بين‌المللي پارس، طبقه همکف، غرفه صرافي شرکت تضامني شهره رنجبر و شرکاء,7618846117,3412119360,288318,1402/08/19,10860238939,6611,شهره رنجبر,,
u14007796342,شهریار دربانی و شرکاء,تهران,تهران,خیابان فردوسی - نرسیده به میدان فردوسی - کوچه تمدن - مجتمع تجاری و اداری تمدن - طبقه همکف - واحد 6,1131944696,22709696,221354,1399/06/31,14007796342,530489,شهريار درباني,,
u14007743881,شهناز حاجی بدلی و شریک,تهران,تهران,محله میرداماد - خیابان نیک خو - خیابان شهید امیر سهیل تبریزیان - مجتمع تجاری رز میرداماد - طبقه همکف - واحد 23 - کدپستی:1919993488,1919993488,26401607,245551,1399/07/15,14007743881,529239,شهناز حاجي بدلي,,
u10862014670,شکوری و شرکا,آذربایجان غربی,سلماس,ميدان شهيد ابراهيم داهيم ، نرسيده به مجتمع تجاري مادر ، روبروي مشاور اسکان ناصري,5881656356,5247648,195013,1401/06/25,10862014670,615,عبداله شكوري,,
u10220190845,صاحبعلی دولخانی وشرکا,آذربایجان غربی,ارومیه,خیابان مطهری، راسته دوشابچی خانه-پلاک20,5718696857,,420374,1400/12/26,10220190845,13892,,,
u10380394943,صادق النجاه وشرکا,خراسان رضوی,مشهد,خيابان دانشگاه ، بین دانشگاه 17 و 19 ، جنب هتل صدر ، پلاک 311,9138854514,,270753,1401/08/25,10380394943,24055,علي رضا صادق النجاة,,
u14005520550,صادق پرنده افشار و شرکا,کرمان,کرمان,ميدان ارگ ، مغازه پنجم، بعد ازکوچه گلبازخان،,7613983961,3432224094,273174,1399/10/01,14005520550,14081,,,
u10862045014,صادق پور پوریا وشرکاء,گلستان,گرگان,خيابان وليعصر (عج)، عدالت 23، نبش پاساژ ايرانشهر.,4917747986,1732321292,179978,1399/07/05,10862045014,5020,ربابه صادق پورملك ميان,,
u10103889386,صادقی کیوی و شرکا,تهران,تهران,خ فردوسي شمالي ، بالاتر از چهارراه کوشک پلاک 248(274قديم),1131944549,66741117-66709035,48897,1401/02/23,10103889386,343466,عبدالكريم صادقي كيوي,,
u14007087758,صالح مقنی و شرکاء,تهران,تهران,میرداماد، خیابان نساء، پلاک139، مجتمع تجاری پاسارگاد، طبقه اول، واحد40,1911618891,2126404035,420297,1399/12/01,14007087758,515868,محمدباقر تجویدی,,
u10980193852,صالحی قشمی و شرکا,هرمزگان,قشم,خيابان فلسطين، مجتمع فردوسي، طبقه همکف، پلاک 2114,7951125436,7635244416,36224,1400/02/08,10980193852,2984,عبداللطيف صغير قشمي,,
u10720122571,صالحی و شرکا,گیلان,آستارا,خيابان امام، بازار سعيد، طبقه اول، شماره 33,4391734614,1825219904,79990,1401/03/20,10720122571,1093,رامين صالحي,,
u10980272430,صالحیه وشرکا,آذربایجان غربی,مهاباد,خيابان طالقاني شرقي ، چهار راه ميدان آرد,5913799437,,62599,1402/02/30,10980272430,930,,,
u10760334829,صرافی بخشی وشرکا,مازندران,ساری,خيابان فرهنگ ، ابتداي کوي پيوندي ، ساختمان امرالهي طبقه اول,4818867916,3268458-59,54810,1400/03/22,10760334829,5905,,,
u10862122460,صرافی بهزاد غلامی و شرکاء,خوزستان,بهبهان,انتهاي خيابان عدالت، نبش کوچه گلستان، کد پستي 6316845816,6361845816,,41141,1399/02/21,10862122460,2589,بهزاد غلامي,,
u14008641889,صرافی شرکت تضامنی محمدجهان معاضدی و شرکاء,خوزستان,اهواز,استان خوزستان ، شهرستان اهواز، محله کیانپارس، خیابان چهارم غربی (شهید منتظری) ، بلوار شهید چمران ، پلاک 234، طبقه همکف. کد پستی : 6155833389,6155833389,6133377771,401110,1400/11/01,14008641889,50233,محمدجهان معاضدي,,
u14005938693,صرافی فرشید نوبخت و شرکا,تهران,تهران,تهران خیابان شهید بهشتی بین ورودی مدرس وبخارست پلاک 273,1514617611,,344972,1400/09/20,14005938693,493855,صلاح الدين نوبخت,,
u10103711970,صفات و شركا,تهران,تهران,تهران، خيابان ميرداماد، خ رودبار غربي، ميدان مادر، پلاک 51، طبقه همکف,1911935471,2122906980,98/10171,1399/05/15,10103711970,239453,مژگان صفات,,
u10860874663,صفار نژاد وشرکا,خوزستان,اهواز,خیابان آزادگان، بین خیابان امام خمینی و خیابان سیروس، مقابل مرکز مخابرات، پلاک12/10,6193973495,6132236766,100046,1401/04/04,10860874663,22407,داود صفارنژاد,,
u14008708408,طاهر قادری و شرکاء,آذربایجان غربی,پیرانشهر,استان آذربايجان غربي ، شهر پيرانشهر، محله فرهنگيان(2) ، خيابان لاوان پاداش ، خيابان قدس ، پلاك 511 ، طبقه اول- کد پستی 5781717344,5781717344,,410629,1400/12/01,14008708408,925,طاهر قادري,,
u10102559943,طاهری وشرکا,تهران,تهران,تهران، ونک، خيابان دفينه، خيابان شهيد عليرضا دامن‌افشار، پلاک 49، مجتمع آبشار، طبقه اول، واحد5,1969765157,88679344-6,340716,1399/11/21,10102559943,214596,مرضيه طاهري زنگكاني,,
u14008553758,طیب صدیقی و شرکاء,فارس,شیراز,شیراز محله رودکی خیابان ایزدی خیابان سعدی پلاک صفر طبقه همکف,7135817469,,344971,1400/10/01,14008553758,51000,طيب صديقي,,
u10861527558,ظفرکیش و شرکا,هرمزگان,کیش,بازار زيتون ، واحد 81,7941896133,7644424997,333333,1399/11/14,10861527558,4390,,,
u14005397142,عاطفه عباسلو و شرکا,کرمان,سیرجان,استان کرمان، شهرستان سیرجان ،چهارراه‌اشکزری،نبش بلوار دکتر صادقی، جنب نشریه نگارستان ، پلاک 2,7813613989,3442206141,243367,1402/07/15,14005397142,3922,عاطفه عباسلو,,
u10103502711,عباس جوانیان و شرکاء,تهران,تهران,خيابان جمهوري اسلامي، بعد از خيابان سي تير، پلاک548,1135853748,2166702000,199661,1400/06/24,10103502711,310795,عباس جوانيان,,
u14007423790,عباس حبیب پور و شرکاء,تهران,تهران,خيابان آيت اله طالقاني-خيابان شهيد سيد عباس موسوي-پلاك 74-طبقه همكف,1581737616,2188843082,289435,1399/08/20,14007423790,523025,عباس حبيب پور,,
u14008702149,عباس خازنی و شرکاء,تهران,تهران,محله میرداماد، خیابان نیک خو، خیابان شهید امیرسهیل تبریزیان مجتمع تجاری رز میرداماد A10، طبقه 12، واحد 5,1919991997,2126402530,98/398922,1400/11/10,14008702149,548920,عباس خازني,,
u14007891344,عباس قاسمی راد و شرکاء,آذربایجان غربی,ارومیه,ارومیه ، خیابان استادان ، نبش کوچه هشتم ، مجتمع پردیس ، طبقه همکف ، پلاک 15 ، کدپستی 5715843622,5715843622,,201463,1400/06/10,14007891344,0,مدينه قاسمي راد,,
u14008155068,عباس لعلی و شرکاء,همدان,همدان,شهرستان همدان، بخش مرکزی، شهر همدان، میدان جهاد، خیابان بوعلی سینا جنوبی، پلاک 524 طبقه همکف.,6515693369,8138253611,137858,1400/04/26,14008155068,13617,عباس لعلي,,
u14005549919,عباس نخیلی و شریک,فارس,شیراز,چهارراه زند- خيابان سعدي- روبرو سينما حافظ-مغازه هشتم- جنب پلاک 16,7135817349,32222223-4,112256,1402/04/07,14005549919,43385,محمدرضا عطائي كشكولي,,
u10320190276,عباسعلی قاسمی وشرکا,تهران,تهران,خ پاسداران ، پايين ترازفرمانيه، مرکز خريد تجاري کوهستان، پلاک 684، طبقه همکف، واحد21 -,1953775395,22280044,94386,1400/03/26,10320190276,369400,,,
u10320395425,عباسی و شرکا,تهران,تهران,زعفرانیه‏- خیابان مقدس اردبیلی‏- روبروی مرکز خرید پالادیوم‏-پلاک81,1986813153,2126708722,248530,1400/08/08,10320395425,389167,حسين عباسي,,
u14005800190,عبدالامیر صداقت و شرکا,خوزستان,آبادان,آبادان ، خيابان دبستان، بازار مرکزي، طبقه همکف، راهرو اول، پلاک 22,6316898861,6153224879,314663,1402/09/08,14005800190,7165,,,
u14006018046,عبدالباسط قادری و شرکا,کردستان,بانه,بانه- بلوار حبشی- چهارراه صالح آباد- طبقه فوقانی پلیس+10,669198468,8754221062,102813,1400/11/01,14006018046,769,حسن غفوريان,,
u14007231938,عبدالجلیل مزارعی وشرکاء,فارس,شیراز,استان فارس -شهرستان شیراز - بخش مرکزی - شهر شیراز - پارامونت - بلوار کریمخان زند - خیابان انوری - پلاک 0 - مجتمع تجاری مهستان - طبقه همکف - واحد 8 - کدپستی 7135676599,7135676599,7132311143,124065,1399/04/16,14007231938,47585,علي مزارعي,,
u14006932976,عبدالحامد معتمدیان و شرکاء,تهران,تهران,میدان شوش خیابان فدائیان اسلام کوچه نوزدهم پلاک 19 طبقه سوم,1187877884,2155187048,187647,1400/06/01,14006932976,512903,عبدالحامد معتمديان,,
u14006102247,عبدالحمید فخر براهوئی و شرکاء,سیستان و بلوچستان,زاهدان,زاهدان، تقاطع خيابان امام خميني و ازادي، پاساژ فيروزه، طبقه همکف واحد 10,9813688391,5433435586,313807,1399/03/10,14006102247,6867,عبدالحميد فخر براهويي,,
u14007940940,عبدالحمید مدرس و شرکاء,تهران,تهران,تیموری - کوچه اشتری - کوچه مینا - پلاک 2 - طبقه دوم - واحد 3,1458833855,22371438,350021,1399/10/04,14007940940,533762,,,
u10800097033,عبدالرحمن محمودی وشرکا,هرمزگان,بندرعباس,خيابان امام‌خميني ، چهارراه بلوکي ،مجتمع تجاري زيتون ، پلاک 120,7917776878,,182513,1400/06/08,10800097033,6919,عبدالرحمن محمودي,,
u10530302129,عبدالرزاق رنجبر وشرکا,فارس,شیراز,خیابان کریم خان زند، چهارراه زند، ابتدای خیابان سعدی، پلاک8,7135817547,2227258,221900,1401/07/18,10530302129,18046,عليرضا رنجبر,,
u14007631116,عبدالرضا انجامی و شرکاء,تهران,تهران,جردن. بلوار نلسون ماندلا. خیابان عاطفی شرقی. پلاک ۲۴ طبقه اول واحد۱۰۴,1917773587,2122654703,105856,1399/04/03,14007631116,526979,سميرا ماهوتچي,,
u10860456130,عبدالرضا حیدری و شرکا,فارس,لامرد,خیابان بسیج ، روبروی بانک ملی ، پلاک 13,7434153169,,86159,1400/03/19,10860456130,713,,,
u14005491348,عبدالرضا و رضیه محمدپور فلاحیان,فارس,شیراز,خیابان پاسداران ، نبش کلاهدوز ، ساختمان سارا و آیدا,7185695891,7138477509,246973,1402/07/17,14005491348,271042,رضيه محمدپورفلاحيان,,
u14007678450,عبدالرضا وفابخش و شرکاء,تهران,تهران,تهران، بخش مرکزي، شهر تهران، ونک، خيابان دفينه، خيابان شهيد عليرضا دامن افشار، پلاک 61، مجتمع پايتخت، بلوک B، طبقه ششم، واحد 604,1969765697,2188673993,332889,1399/09/21,14007678450,527800,عبدالرضا وفابخش,,
u14006773096,عبدالغفور شابازپور و شرکاء,تهران,تهران,خیابان ولیعصر، خیابان مهرداد، خیابان سایه، پلاک 18، طبقه اول، واحد شماره یک,1967735611,2126207401,36990,1399/02/10,14006773096,509574,عبدالغفور شابازپور,,
u14007783759,عبدالمحمد سانیری و شرکاء,تهران,تهران,محله امانیه - خیابان گلستان - بلوار نلسون ماندلا - پلاک 248 - پاساژ الهیه - طبقه اول - واحد 60,1966743813,2126211756,220418,1399/06/27,14007783759,530179,عبدالمحمد سانيري,,
u10861343983,عبدالناصر احمدی وشرکا,آذربایجان غربی,پیرانشهر,خیابان بهشتی‏- روبروي کلانتري 11 –,5781854981,4444236405,309952,1400/10/01,10861343983,486,عبدالناصر احمدي,,
u10980022100,عبداله آشناور وشرکا,آذربایجان غربی,پیرانشهر,خيابان شهيد دکتر بهشتي ، جنب بانک رفاه ، روبروي هلال احمر ، بازارچه مرزي,5781845356,4444220023,81201,1401/03/20,10980022100,234,کمال آشناور,,
u14000116086,عبداله بهرامی آذر و شرکاء,آذربایجان غربی,بوکان,خیابان انقلاب، ميدان انقلاب، جنب بانک مسکن,5951834468,4446234120,208655,1400/07/03,14000116086,840,عبداله بهرامي آذر,,
u10200239128,عبدیان وشرکا,آذربایجان شرقی,تبریز,خيابان دارائي ، پاساژ امير نو ، سراي امير ، پلاک 16/1، طبقه همکف,5134833719,5245335,198586,1400/06/23,10200239128,18319,احمدرضا عبديان,,
u14006944480,عدنان خواجه حسنی و شرکاء,تهران,تهران,تهران، خیابان شهید سروش الدین تقوی، خیابان فردوسی، پلاک 479، ساختمان مرکز تجارت جهانی فردوسی، طبقه همکف، واحد 18,1145683698,2166340693,313820,1399/09/10,14006944480,513105,فرزانه شهيدي,,
u14002971986,عزیز رحمانی و شرکا,کرمانشاه,قصرشیرین,بازارچه مرزی پرویز خان,6781141139,,236926,1400/07/27,14002971986,639,عزيزخان محمدمرادي,,
u10320846269,عزیزنجف‌زاده وشركا,تهران,تهران,خیابان 15خرداد، روبروی مسجد عرب‌ها، پاساژ بهروز، طبقه 2، واحد 42,1191745436,2155895891,110155,1401/04/14,10320846269,433855,سجاد نجف زاده گجوتي,,
u10103707514,عزیزی قمشه و شرکاء,تهران,تهران,خيابان ميرداماد، ميدان مادر، پلاک 3,1546933371,26409100,420873,1400/12/28,10103707514,332968,,,
u10861382767,عطاا...دلیری وبرادران,آذربایجان شرقی,جلفا,خ پل چوبي ، روبروی بانک تجارت,5441651542,4923022118,399805,1400/12/11,10861382767,280,عطااله دليري,,
u10860147877,عظیمی و شرکا,قم,قم,خيابان ارم ، مقابل حرم مطهر ، پلاک 786,3715796198,37743144,402682,1400/12/14,10860147877,8032,ناصر عظيمي كيا,,
u14007190130,علی آریاپور و شرکاء منطقه آزاد ماکو,آذربایجان غربی,منطقه آزاد ماکو,شهر بازرگان، خیابان امام(ره)، مجتمع آرارات، طبقه همکف، واحد 11، پلاک 1330,5867148651,4434378288,393890,1400/10/20,14007190130,3652,سليمان آرياپور,,
u14006286170,علی ابریشم کار اصفهانی و شرکا,تهران,تهران,تهران، خ شریعتی نرسیده به پل صدر پلاک 1700,1914744714,22609886,388182,1400/11/01,14006286170,500695,علي ابريشم كاراصفهاني,,
u14008561161,علی احمدی رهبریان و شرکا,قم,قم,قم، بلوار بسیج، بسیج 4(رجایی 5)، پلک 1، طبقه همکف,3715815353,,98/406878,1400/11/20,14008561161,16716,علي احمدي رهبريان,,
u10530499750,علی اصغر علیزاده و شرکاء,فارس,شیراز,شيراز-خیابان معالي آباد- بين پزشکان و خلبانان - مجتمع تجاري ثنا- صرافي عليزاده,7187731855,7136342402,104793,1401/04/11,10530499750,37515,,,
u10103662544,علی اصغرجوانیان و شریک,تهران,تهران,خيابان فردوسي، نرسيده به چهارراه استانبول، روبروي‌ سفارت ترکيه، پلاک 164,1135937544,66701212,150459,1400/05/13,10103662544,327689,علي اصغر جوانيان,,
u10320871633,علی امیرمنش و شریک,تهران,تهران,خیابان شهید بهشتی ، خیابان صابونچی ، بین کوچه دوم و چهارم ، پلاک 12,1533612345,9121180871,240743,1401/08/02,10320871633,438769,علي اميرمنش,,
u14006859595,علی امینی و شرکاء,تهران,تهران,تهران، صادقيه، فلکه دوم صادقيه، خيابان ستارخان، پلاک1180، طبقه همکف,1451793453,44245439,188489,1400/05/20,14006859595,511302,فاطمه احمدي,,
u10200397396,علی اکبر عباسی و شرکاء,آذربایجان شرقی,تبریز,شهر تبريز، وليعصر ، خيابان سعدي شمالي ، بلوار وليعصر، پاساژ وليعصر ، پلاك 17 ، طبقه همكف,5157813815,,329820,1399/11/05,10200397396,31558,مهري جعفرنژادعثماونداني,,
u14007777232,علی بختیاری زاده و شرکاء,تهران,تهران,پیچ شمیران - کوچه سعید نفیسی - خیابان انقلاب اسلامی -پلاک 408 - ساختمان تدین - طبقه 5,1148873618,77532781-77536622,190723,1400/06/01,14007777232,530014,شادي عباس پور,,
u10980265861,علی بخشی و شرکا,البرز,کرج,جهانشهر، خيابان شهيدبهشتي ، طبقه اول ، پلاک 1459,4145655354,2612222332,250301,1401/04/03,10980265861,14504,محمود علي بخشي,,
u10862080362,علی پور و شرکاء,هرمزگان,کیش,بازار پانيذ ، طبقه دوم ، واحد 14,7941895648,7644423888,200600,1400/06/24,10862080362,8351,محمود علي پور,,
u10320838344,علی ترکاشوند و شریک,تهران,تهران,نیاوران-تقاطع کامرانیه-روبروی شهر کتاب -پ120,1936975413,22800845,321908,1400/10/11,10320838344,432489,,,
u14005290758,علی جهانگیری موانه و شریک,تهران,تهران,تهران، میرداماد، خیابان شاه‌نظری، پلاک44،طبقه اول ، واحد7,1547935146,2122871717,221380,1399/06/31,14005290758,480630,آيدين هناره,,
u10320846691,علی جوادی و شریک,تهران,تهران,تهران، محله میرداماد، خیابان نیک خو، خیابان شهید امیر سهیل تبریزیان، پلاک صفر، مجتمع تجاری رز میرداماد، طبقه همکف، واحد 30,1919993497,,98/10694,1400/09/07,10320846691,434153,علي جوادي,,
u10320830030,علی زارعی و شریک,تهران,تهران,خيابان ملاصدرا، خ شيخ بهايي، کوي عرفي شيرازي، پلاک 4,1993645543,22343144,373588,1399/12/15,10320830030,431201,پيمان حبيبي,,
u14007811709,علی صیادی زاده و شرکاء,تهران,تهران,تهران - محله کوی نصر- خیابان شهید مهدی ناظریان قمی- خیابان جواد فاضل شمالی - مجتمع تجاری نصر - طبقه اول - واحد 234.2,1446613989,2188243030,325557,1399/08/24,14007811709,530839,ايوب صيادي زاده,,
u14008037176,علی عالی زاده و شرکاء,اردبیل,اردبیل,اردبیل، محله بازاررگران، بلوار آیت اله مروج اردبیلی، بن بست بازار جدید طلافروشان، پاساژ بازار جدید طلافروشان ، طبقه اول، پلاک 117,5614631887,,189427,1400/05/20,14008037176,14258,,,
u10103896910,علی عظیمی وشرکا,تهران,تهران,ميدان فردوسي ، ضلع جنوب شرقي ، پلاک 1,1145693135,66721817,209039,1400/07/03,10103896910,344572,شهروز عظيمي كلخوران,,
u14007419910,علی عینی و شرکا,تهران,تهران,تهران خیابان ولیعصر(عج) خیابان شهید ناصری بلوار نلسون ماندلا پلاک 124 طبقه همکف,1968633933,2188781713,46024,1398/12/14,14007419910,522966,علي عيني,,
u14005848332,علی فرجی دانا و شرکا قشم,هرمزگان,منطقه آزاد قشم,استان هرمزگان، منطقه آزاد قشم، محله اما قلی خان، بلوار دریا،مجتمع سیتی سنتر 1 ، پلاک 1335، طبقه همکف.,7951619438,7635211070,11344,1400/11/01,14005848332,5509,علي فرجي دانا,,
u10861791162,علی قاسمی وشرکا,آذربایجان شرقی,جلفا,خ پل چوبي ، جنب موسسه قوامين ، پاساژ هاشم پور(نیلوفر آبی) ، پ1,5441656638,4142024025,63062,1401/03/02,10861791162,317,علي قاسمي,,
u14006271998,علی لاریجانی فیروز و شركا,تهران,تهران,تهران خيابان فردوسی، نبش خیابان منوچهری، پلاک 221,1145613139,2166727900,152438,1400/05/01,14006271998,500418,رمضان مشايخ فيروزكلائي,,
u14007715476,علی متشکری و شرکاء,تهران,تهران,استان تهران - شهرستان تهران - بخش مرکزی - شهر تهران - محله میرداماد - خیابان نساء - بلوار میرداماد - پلاک 139 - مجتمع پاسارگاد - طبقه همکف - واحد 7,1911618857,2126403796,247144,1399/07/17,14007715476,528591,سعيد محمدپور,,
u10320870248,علی مددخانی و شرکاء,تهران,تهران,آدرس کيلومتر 30 بزرگراه خليج فارس، شهر فرودگاهي امام‌خميني(ره)،ترمينال مسافري شماره يک، سالن پروازهاي خروجي، قبل از سالن ترانزيت,1838143760,2122728344,102122,1400/11/01,10320870248,438875,علي مددخاني,,
u14007098354,علی مصدق‌مقدم و شرکاء,مازندران,ساری,ساري، قارن، کوچه قارن 2، خیابان ایت اله کاشانی(قارن)، پلاک0 ، ساختمان آراد، طبقه اول، واحد1,4818648463,,98/392682,1400/02/01,14007098354,14466,علي مصدق مقدم,,
u14006222563,علی نائیج حقیقی و شرکاء,تهران,تهران,خيابان نيک‌خو، خيابان شهيد امير سهيل تبريزيان، مجتمع رز ميرداماد A9، طبقه 11، واحد 7,1919991989,2126404571,10427,1400/11/01,14006222563,499492,علي نائيج حقيقي,,
u14005747033,علی نیازی و شرکاء,تهران,تهران,خیابان جمهوری بعد از سی تیر جنب ساختمان جعفری پلاک 570,1135835189,66711816,379266,1400/10/30,14005747033,489778,علي نيازي,,
u14007306025,علی ویسی و شرکا,کردستان,بانه,شهرداری، میدان آزادی ، خیابان شهداء ، روبروی بانک سینا,6691918449,,427611,1398/12/28,14007306025,834,علي ويسي,,
u10103392228,علی یزدی و شرکا,تهران,تهران,تهران، بخش مرکزي، تجريش، خيابان شهرداري، کوچه بعثت، پلاک 22، پاساژ قائم، طبقه سوم، واحد 114,1963645814,88208070,208086,1400/09/06,10103392228,302610,علي يزدي,,
u14007623662,علی‌اکبر جلیلی و شرکاء,کرمانشاه,کرمانشاه,استان کرمانشاه-شهرستان کرمانشاه خیابان آیت اله کاشانی میدان آیت اله کاشانی پاساژ حافظ طبقه همکف,6713963448,8337214288,220226,1399/06/27,14007623662,21241,علی اکبر جلیلی,,
u10320711800,علیرضا اسدی کرم و شرکاء,تهران,تهران,خيابان وليعصر - روبروي پارک ملت - بازارچه صفويه - طبقه همکف - واحد 7,1967754383,2122015532,43581,1400/02/14,10320711800,419616,عليرضا اسدي کرم,,
u10220155535,علیرضا جنت دوست و شرکا,آذربایجان غربی,ارومیه,خيابان استاد برزگر ساختمان اکباتان طبقه همکف ، پلاک 3/125,5714638777,441223007,119712,1400/04/19,10220155535,10542,عليرضا جنت دوست,,
u14007628496,علیرضا حسین پور و شرکاء,آذربایجان شرقی,تبریز,استان آذربایجان شرقی - شهر تبریز - بازار - کوچه حیاط امیر - بن بست تیمچه امیر نو - پلاک 17 - طبقه همکف,5134833681,4135246360,214427,1399/06/22,14007628496,46772,علي رضا حسين پور,,
u14005810365,علیرضا حشمتی و شرکاء,تهران,تهران,خيابان جمهوری اسلامي - نرسيده به چهارراه استانبول - نبش کوچه شيرواني - پلاک 476,1135935335,66709207,12654,1400/11/01,14005810365,491171,عليرضا حشمتي,,
u14007738580,علیرضا حمیدی نیا و شرکاء,تهران,تهران,تهران، محله دانشگاه تهران، خيابان دمشق، خيابان ولي‌عصر، پلاک 1586، مجتمع تجاري اداری ايران 252، طبقه سوم، واحد 321,1416794138,2188854103,170055,1399/05/18,14007738580,529141,علي پيشرو,,
u10102515956,علیرضا رجایی و شرکاء,تهران,تهران,خيابان فردوسي ، روبروي سفارت ترکيه واحد170، طبقه اول ، واحد 5 پلاک 150 جديد,1135937558,2166717152,152508,1399/09/01,10102515956,210105,محمدعلي رجائي,,
u14006352432,علیرضا رسول زاده و شرکا منطقه آزاد ارس,آذربایجان شرقی,منطقه آزاد ارس,جلفا، خیابان امام خمینی، خیابان ولایت فقیه، پاساژ امیر، پلاک6 طبقه همکف,5441651455,4133360404,379330,1400/10/10,14006352432,5873,محمد حسن پورگوزلي,,
u14005917752,علیرضا رضازاده و شرکاء,گیلان,رشت,گيلان، رشت، خيابان شيک، راسته زرگرها، پلاک 2686,4133746985,2237642,443331,1400/11/01,14005917752,19847,كامليا رضازاده,,
u14008444929,علیرضا سیری و شرکاء,تهران,تهران,استان تهران ، شهرستان تهران ، بخش مرکزي ، شهر تهران، آرژانتین-ساعی ، خیابان شهید احمد قصیر ، خیابان شهید دکتر بهشتی ، پلاك 283 ، ساختمان نگین آزادي ، طبقه چهارم ، واحد غربی,1513616831,2188482820,190717,1400/06/01,14008444929,543555,كاوه كريمي,,
u14008087962,علیرضا مریمی و شرکاء,خراسان رضوی,مشهد,پایین خیابان - کوچه تاجرها - خیابان نواب صفوی - پلاک 0 - ساختمان امین - طبقه اول - واحد 444,9154665497,5133682367,111385,1400/04/05,14008087962,66895,,,
u14007224007,علیرضا ناظری نسب و شرکا,خراسان رضوی,مشهد,مشهد-خیابان شیرازی2-بازار توس پلاک 219,9134735448,5132228672,77154,1399/03/08,14007224007,63137,عليرضا ناظري نسب,,
u14006046320,علیرضا نصوحی و شرکا,اصفهان,مبارکه,خیابان هفده شهریور-روبروی سه راه منتظری-جنب فرش رضا,8481815447,3152412799,276399,1399/10/01,14006046320,2049,سودابه صادقي دهنوي,,
u14007394554,علیرضا وثوق شریفی و شرکا,گیلان,آستارا,استان گيلان، شهرستان آستارا، بخش مرکزي، شهر آستارا، بازارچه، کوچه بازارچه، کوچه عميدي، پلاک 0، پاساژ عميدي، طبقه اول,4391845680,1344816805,152341,1400/05/01,14007394554,2261,عليرضا وثوق شريفي,,
u10380536522,علیرضا کاظمی و شرکاء,خراسان رضوی,مشهد,خيابان پاسداران ، جنب سينما قدس ، محل ساختمان هتل جم,9137833479,5138556180,311046,1399/10/27,10380536522,38016,هانيه كاظمي,,
u14005920370,علیرضاحداد‌طهرانی و شرکاء,تهران,تهران,خیابان جمهوری -نرسیده به چهارراه استانبول- مقابل خیابان بابی ساندز-پاساژ ارمان- پلاک9,1135856753,66749205,236271,1402/07/09,14005920370,493483,مجيد حدادطهراني,,
u10980021605,عنایتی و شرکاء,آذربایجان غربی,مهاباد,خيابان سيدنظام ، سراي کريم خان ، پلاک 14,5913798359,,22992,1400/01/29,10980021605,1200,پيمان فروزان فر,,
u14006081115,غالب بیاتی و شرکاء,تهران,تهران,چهارراه گلوبندک، سبزه میدان، پاساژ خازنی، پلاک 6/1,1161837583,2155697809,394963,1398/12/07,14006081115,496650,غالب بياتي,,
u10320181895,غلامحسین اسدی وشرکا,تهران,تهران,میدان نوبنیاد، خیابان شهید لنگری، ساختمان یاس، طبقه همکف.,1957975947,2126453038,311047,1399/10/27,10320181895,369012,هادي صدرفضلائي,,
u14005391054,غلامحسین اسکردی و شرکاء,فارس,شیراز,خیابان طالقانی، پاساژ پارس، پلاک 14,7188836117,,367187,1401/11/14,14005391054,42932,محمد اسکردی,,
u14006626581,غلامرضا اسلامی مقدم و شرکا,گلستان,گنبدکاووس,گلستان-شهر گنبد كاووس-ميدان انقلاب-خيابان مطهري-خيابان خيام شمالي-پلاك 0-طبقه همكف,4971713981,,263731,1400/07/20,14006626581,6908,غلامرضا اسلامي مقدم,,
u10320825862,غلامرضا اسماعیل زاده و شرکا,تهران,تهران,"میدان پونک، مجتمع تجاری بوستان, بازار طلا، شبنم یک، پلاک 847",1476895369,2144499201,37707,1399/02/17,10320825862,430763,,,
u14005900008,غلامرضا دادخدایی و شرکاء,تهران,تهران,تهران، خیابان پاسداران ، پایین تر از سه راه اقدسیه، پلاک 780,1454745517,,190715,1399/09/01,14005900008,493008,نسيم زماني مقدم,,
u10320872537,غلامرضا رضوانی نژاد و شرکا,تهران,تهران,خ ولیعصر (عج) روبروی پارک ملت برج تجاری ملت پلاک 2605 طبقه اول واحد 61,1967713196,2122653515,70564,1402/03/03,10320872537,438957,غلامرضا رضواني نژاد,,
u14007523311,غیاثی و یادگارفرد و شرکاء,هرمزگان,بندرعباس,بخش مرکزی - شهر بندرعباس - بازار اوزیها - بلوار طالقانی - کوچه تجارت 5 -پلاک 7 - طبقه همکف,7917797689,7632225444,132608,1400/04/23,14007523311,18320,,,
u14007203974,فائزه بیات و شرکاء,تهران,تهران,داوودیه، کوچه کاظمیان، خیابان دکتر شریعتی، پلاک 1156، طبقه همکف,1913614615,,307784,1400/09/01,14007203974,518582,فائزه بيات,,
